name,id,price,hash,rarityScore,rarityRank
Naru 01991,1991,1091000000,QmX3PRqHtjggEFSNmYN5fjhLs1wWEu2GHzx1tPHDcebDQN,405,693
Naru 09608,9608,,QmPrmkoPRwiWYKVNPBJ2tFQw51HBG6st6ph6ptc2T9PSxJ,405,694
Naru 03650,3650,,QmeMxSS2mWfL4s1xncYe9mb7QxF6x8WTPpRvRWammFtLac,405,695
Naru 07588,7588,,QmPRZWs3UBoYTEMYkU3hoC7kQANqC6fMVabLCi9GaD3Py8,405,696
Naru 03264,3264,5000000000,QmTVLTebmb8iJakUD7sbD72w9vmhfs1v1yokjLWhwYpbpK,405,697
Naru 00779,779,1500000000,Qma3RdPnuBskxqpTnQ6MhVA8TSvt2dZSKV6rV35fYEV5W8,405,698
Naru 03458,3458,,QmSSee865cErjAowNYMh6VMJr2xaLV9P6HVnMxgNPY2thU,404,699
Naru 05783,5783,,QmeEMnW9GjiXH6uBsM7yXzTcn2qYgzCQAQN8AsafyNhi3b,404,700
Naru 09587,9587,,QmZi2qwnsUZyScb4CdBorxF9TyuZqxN3tAxEFhhT5m7iQW,404,701
Naru 02719,2719,,QmXwgMizwd9XrCy24Bnin5Czn3HE22wZHe9DKDeiS9YZo6,403,702
Naru 00584,584,,QmZs2RgknEQg26gETLLRZaX8tcRYbi6ZTqrJ5mc2h7U3ES,403,703
Naru 06157,6157,,QmNfgs6ZMicjsp45CfRYqtijgJJRjVakQhgZfafvNcNEQS,403,704
Naru 00836,836,,QmarEeUjdy4eEbut6nxLkNmyCe5a4kptGineBM5LsKDxiX,402,705
Naru 06587,6587,,QmcpPN5XZkvcVWJV8aa8NWJh8ydNkhwi2y8Gzs6hwMXPZm,402,706
Naru 09927,9927,,QmTeRy1zFFgsD8ARf2fkHibGRZt2ZMsn6L4DBHDBKMf5t3,402,707
Naru 07893,7893,,Qmb5Hza84YSCEnvDVF2MtQ9KTHSYNgzH7KobxRTg2rg2Ss,401,708
Naru 06652,6652,,QmQ9iQoQkSf1fScstURH9roVLCQZ68Q14UhqaDDpVG695B,401,709
Naru 05504,5504,,QmcpC9skju9EpETkU5oT5LFM68brKZMo868kAjcfnCN3r9,401,710
Naru 08131,8131,2499000000,Qmcwb2YJJ6rzHZcyRJ8gnjL47T1Cic2wLLf8YAb6NkAsV6,401,711
Naru 00298,298,,QmQ19ZRrNW5AoetvcN7rkcAke6tEFq42uR3s2j4rKQGV3Q,401,712
Naru 08165,8165,,QmdbN2rPchDsNTCQxqvRKRqany1WWUk1J9btPe2dPFF86P,401,713
Naru 09523,9523,2350010000,QmeJtKzKd89zvCNtJPCdDNo26hdhZSNrzLsD2soNsFv4gg,401,714
Naru 05992,5992,800000000,QmPtRhischNaUQaVneUoguy6puNjFz87GvUkmnEkH2Xh9x,401,715
Naru 08960,8960,,QmTRdwSNoQjK1YDU98JkfeG8dQUfsBhcudaJy7SBmi1LT8,400,716
Naru 06633,6633,,QmPLoWxQQ6ukrSGNv7AWDnWi65NA6TEXRRNgEYLowd6CmM,400,717
Naru 00349,349,,QmZsz4Ho1bCTT8Jbect58pyX5bPVMVFPimh9vQVPUdK9YS,400,718
Naru 04852,4852,,Qmd87AHWBjDgwyStw53tdu2jkbMrJyxxedCMofH5y2TyYa,400,719
Naru 05777,5777,,QmcJHxubum9BBgZeFyGTrHbx7Dp64vhKzg8xjgqJRXhJL8,400,720
Naru 01755,1755,,QmWpvQQd87y7ENrqSXbV6fX9QLAcrVwJ89kCSeTS165E82,399,721
Naru 09412,9412,,QmRXTEBAzaiaV8itm9iFZjL5xpfMN6vkpY5GDCGGBHwsHf,399,722
Naru 08210,8210,,QmdbUSyU7GJmhj2XvqupEFXJ1UW7CrRd8qbjQis8csrYSZ,399,723
Naru 05223,5223,,QmP8pFE2bpMEvjxvBUWx6gvc1eVtCGFAh8FLUqQgiX6U7F,399,724
Naru 01779,1779,,Qmd6sF835H1o88Whjads5xrW6bzVYiogoavQsafEYxb2Zn,399,725
Naru 06915,6915,,Qmb2HSMFkbtdWL9rWSKdSojd6hNh4Mzf9Yv8zhsABPEwBM,399,726
Naru 09263,9263,,QmYdddif76c3x46a1wRCkny4SrK4RK2L7WHxeS4Fsc2Rnm,398,727
Naru 01478,1478,,Qmc7JvMKBaj5AtaEX1hNngALcAUazDHCBCitPdkJG1CvgU,398,728
Naru 09323,9323,,QmPrZ69xmwvBNEqkSGA8wnRCxjpP8kuyYZYokhCHNhGjrs,398,729
Naru 09876,9876,,QmV3LuNHKEiQSjXDW2rW6NkaqhwnM3hy1m87zmwF5otKmy,397,730
Naru 06927,6927,6927000000,QmUrJP437oYQ1c1VZnzabesTG7guftKNuzuNe9jqeJmqxs,397,731
Naru 02942,2942,1400000000,Qmepv2WHGLBKRZvDDQy3fsFpjQG8AbA7SLo6vYkjY4QcF2,397,732
Naru 09466,9466,,QmaaAbhchR1yTgyWbdQysDLYwFs5Y3z3XPcWSegUhwhkw8,397,733
Naru 05631,5631,,QmQxfcMNWxw8R5HirMQHgezrrS486xwoBAbSdy1UvVWZbD,397,734
Naru 03393,3393,,QmVpTqvjF1So2KQMcySR1FG9wuqHvGW2uMCNTBhFXm8aUv,396,735
Naru 06035,6035,,QmaaG4AwQmm149dYYmFZtLN3pw3nQuadLvPPfngrgkcpmg,396,736
Naru 00235,235,,QmaToJM9KNAyNWPuFMeAR6E8dyfM6QnSq7V687oQthTi9f,396,737
Naru 09644,9644,,QmVEmdMtNTudtzSdAr8fHuFz8Ct4RxNiCEUHvh1ZoyH62n,396,738
Naru 00160,160,,QmUwgSh17d8YbMM3MQNgkB7gCxqSJp7NKzuoShGwoimTdX,396,739
Naru 09455,9455,,QmTrMRbtCuvXWfFdAHryMzvnmzAzBTER3zaAB2LWwm3WCP,396,740
Naru 01283,1283,1100000000,QmPtiozKgUPtpMckG5Vbw3WVgqmVS66rF7939bCnnMegod,395,741
Naru 09758,9758,749000000,QmezEYdJuU3TBnNm8jZGF1JitidW2XwhaWZoCYs84Gk6un,395,742
Naru 09750,9750,927000000,QmRkE5XS2ghAmiegXECVJvJCKPNaCNu5z7Th4Jsuw6ETTG,395,743
Naru 01666,1666,,QmW9q66WG939VoNKKWBWtv8TPsXAALXRtpJmbvVfqjGiMc,395,744
Naru 01726,1726,,QmSt6vVTTjrHaJKtUPwWDRq2z78PEdCWy8Zk91Lr59Mdcj,394,745
Naru 04604,4604,,QmNoE9v2ZzjtWDyzoEF9U5yrp5V5W77LULtfPNZghRn6qh,394,746
Naru 06479,6479,,QmP9LeHAukuS8pbENTApNB5kEJSQmCCevnDJs9pHfeY12g,393,747
Naru 06125,6125,1500000000,Qmf3Wg3borGizLUcHMtciTKS5CWyczm1Er3Kn79G37MG4z,393,748
Naru 06787,6787,,QmURqXGE4aTSUXMCBoMGGhUDm5VTGxRycwqn4iszPK6d1V,393,749
Naru 00162,162,,QmUPFjbTetuSZmFiT5tww3UGKfUewPaiL63if6n2UkzQ2m,393,750
